部門	國碼	店內碼	品名
A12	4716693101134 		富貴香滷干全素260g-麻辣
A12	4716693100564 		富貴香素肉乾純素260g-蜜汁
A63	4711713606408 		KEYWAY 長安多用途五層架
A63	4710635618100 		10吋葉片
A63	4710635618124 		12吋葉片
A63	4710635618148 		14吋葉片
A63	4710635618162 		16吋葉片
A62	4710751126862 		77A拉麵碗-黑
A62	4710751126879 		76A拉麵碗-黑
A62	4710751126886 		75A拉麵碗-黑
A62	4710751126893 		183中井盤-黑
A62	4710751126961 		612尖碗-黑
A62	4710751126978 		736中缽碗-黑
A62	4710751126985 		1202四方盤-黑
A62	4710751127005 		6014防瓷托盤-黑
A62	4710751127012 		6015防瓷托盤-黑
A62	4710751127029 		6016防瓷托盤-黑
A62	4710751127036 		6017防瓷托盤-黑
A62	4710751127050 		6014防瓷托盤-白
A62	4710751127067 		6015防瓷托盤-白
A62	4710751127074 		6016防瓷托盤-白
A62	4710751127081 		6017防瓷托盤-白
A62	4710588250006 		908深圓盤-意祥
A62	4710588250013 		908深圓盤-一番
A62	4710588250020 		909深圓盤-意祥
A62	4710588250037 		909深圓盤-一番
A62	4710901452049 		好神拖迷你脫水桶組
A62	4712936020767 		吸盤牙刷組
A12	4710632014080 		悅氏礦泉氣泡水520ml
A07	4713105148039 		女士純色點點蝴蝶結防風防水手套
A07	4713105167610 		中性簡約可調式束帶防風手套
A07	4713105167627 		中性斜紋黏式束帶防風手套
A07	4713105154900 		嬰兒羽毛立體條紋包套
A07	4713105155129 		童羽毛立體條紋釣魚手套
A07	4713105158311 		童奇鼠釣魚手套
A07	4713105156218 		女士大人立體紋蝴蝶結雙層手套
A07	4713105150780 		女士刺繡璦鎂LOGO(蝴蝶)雙層觸控手套
A07	4713105152791 		女士星綴反摺花朵雙層手套
A07	4713105155440 		女士童玩麋鹿觸控雙層手套
A07	4713105155594 		女士大人印地安雙層手套
A07	4713105155914 		女士大人斑點雪花雙層手套
A07	4713105161694 		女士高雅點點觸控雙層手套
A07	4713105175578 		中性經典條紋捲邊巫婆帽
A07	4713105164671 		CB女士運動條紋止滑手套
A07	4713105164688 		CB女士麋鹿運動風止滑手套
A07	4713105165593 		女士溫暖小熊單層釣魚手套
A07	4713105164787 		中性雙色單層條紋魔術手套
A07	4713105165524 		大人中性條紋單層手套
A07	4713105166439 		大人素色中性半指手套
A07	4713105164824 		CB男刺繡麋鹿觸控單層手套
A07	4713105203332 		中性波浪愛心雪花圍脖
A07	4713105149975 		中性CB素面麋鹿刺繡圍脖
A07	4713105165623 		中性滿版造型拼圖圍脖
A07	4713105174830 		童羽毛萊卡大臉兔愛心扁帽
A07	4713105180329 		童大臉猴羽毛萊卡扁帽
A07	4713105171013 		嬰兒熊貓覆耳帽
A07	4713105173116 		中性雙面麋鹿扁帽
A07	4713105175820 		女士前高後低波浪雙層扁帽
A07	4713105179200 		女士兔毛高雅菱格鴨舌帽
A07	4713105165616 		中性CB時尚混織碰碰雙層反摺帽
A07	4713105170351 		熊貓頭中小童羽毛萊卡扁帽
A07	4713105182408 		童福氣討喜狗耳朵護耳帽
A07	4713105183870 		嬰兒羽毛仙人掌碰碰護耳帽
A07	4713105183931 		嬰兒羽毛QQ鼠蝴蝶結護耳帽
A07	4713105146646 		嬰兒羽毛蜂蜜小熊耳朵護耳帽
A07	4713105202557 		童羽毛小花碰碰圍巾
A07	4713105202922 		童羽毛格子汽車小碰碰圍巾
A07	4713105204285 		童羽毛等公車貓碰碰圍巾
A07	2100009938934 		立體條紋長生不老防滑小童襪
A07	4713105150643 		小童羽毛萊卡三色包套
A07	4713105150681 		童動物圖形釣魚手套
A07	4713105152524 		女士大人羊毛蝴蝶結雙層手套
A07	4713105202687 		童草莓蝴蝶結圍脖
A07	4713105202793 		童小汽車星星圍脖
A07	4713105203936 		童羽毛溫馴綿羊圍脖
A07	4713105204070 		童羽毛活潑動物圍脖
A07	4713105170801 		童雙桃心護耳帽
A07	4713105173192 		中性日本雙層多功能防風鴨舌帽
A07	4713105173352 		女士旋轉芭蕾蝴蝶結兔毛貝蕾帽
A07	4713105177978 		中性簡單漸層條紋麋鹿皮標扁帽
A07	4713105170290 		小企鵝碰碰萊卡小童飛行帽
A07	4713105173536 		童可愛老鼠碰碰雙層扁帽
A07	4713105143126 		童羽毛萊卡草莓止滑襪
A07	4713105143119 		中童四色條紋止滑短襪
A07	4713105204612 		TKB003童羽毛可愛凱蒂貓圍脖
A07	4713105204605 		TKB004童羽毛蝴蝶結凱蒂貓圍脖
A07	4713105162769 		TKC012童格紋愛心凱蒂貓手套
A07	4713105163179 		TKC021P童紅愛心凱蒂貓手工拉毛手套
A07	4713105163315 		TKC022H童條紋凱蒂貓半指手套
A07	4713105162752 		TKC024P童條紋凱蒂貓手工拉毛手套
A07	4713105163001 		TKC031H童眨眼凱蒂貓半指手套
A07	4713105162912 		TKC033P童草莓凱蒂貓手工拉毛手套
A07	4713105163018 		TKC034H童甜草莓凱蒂貓半指手套
A07	4713105163346 		TKC036童甜草莓凱蒂貓手套
A07	4713105162936 		TKC042P童熊寶寶凱蒂貓拉毛手套
A07	4713105182118 		TKK008童羽毛俏麗凱蒂貓碰碰護耳帽
A07	4713105182095 		TKK009童俏麗蝴蝶結凱蒂貓碰碰扁帽
A07	4713105204735 		TKV003童羽毛蝴蝶結凱蒂貓碰碰圍巾
A07	4713105163698 		童湯瑪士彩色條紋火車包套
A07	4713105149708 		TTC023童星星火車湯瑪士包套
A07	4713105163674 		TTC026童飛速火車頭湯瑪士包套
A07	4713105149722 		TTC027童條紋火車湯瑪士包套
A07	4713105166019 		TWC010H童羽毛星星麻吉貓釣魚手套
A07	4713105148381 		TTC029童歡樂火車湯瑪士手套
A07	4713105163629 		TTC030童彩色條紋火車湯瑪士手套
A07	4713105148367 		TTC031童星星火車湯瑪士手套
A07	4713105163636 		TTC033童嘟嘟火車湯瑪士手套
A07	4713105163643 		TTC034童飛速火車頭湯瑪士手套
A07	4713105164602 		TTC035童火車湯瑪士撞色手套
A07	4713105149463 		TTC037H童歡樂火車湯瑪士半指手套
A07	4713105149456 		TTC040H童虛線星星火車湯瑪士半指手套
A07	4713105164183 		TTC042H童飛速火車頭湯瑪士半指手套
A07	4713105164633 		TTC043H童火車湯瑪士撞色半指手套
A07	4713105149449 		TTC044H童船錨火車湯瑪士半指手套
A07	4713105178166 		TTK001童羽毛星星湯瑪士護耳帽
A07	4713105164954 		TWC003H童羽毛麻吉貓撞色半指手套
A07	4713105165197 		TWC004童羽毛海軍風麻吉貓手套
A07	4713105165203 		TWC005H童羽毛跳舞麻吉貓半指手套
A07	4713105165210 		TWC006童羽毛簡單條紋麻吉貓手套
A07	4713105165982 		TWC007童羽毛雙色麻吉貓海軍手套
A07	4713105165999 		TWC008童羽毛點點跳舞麻吉貓包套
A07	4713105164657 		TWD006童羽毛俏皮星星麻吉貓圍脖
A07	4713105164763 		TWD007童羽毛可愛點點麻吉貓圍脖
A07	4713105163711 		TWD004童羽毛簡約條紋麻吉貓圍脖
A07	4713105165227 		TWD009童羽毛可愛腳印麻吉貓圍脖
A07	4713105165654 		TWD013童羽毛繽紛條紋麻吉貓圍脖
A07	4713105167207 		TWD020童羽毛領結點點麻吉貓圍脖
A07	4713105167214 		TWD021童羽毛香菇森林麻吉貓圍脖
A07	4713105164664 		TWK002童條紋麻吉貓碰碰流蘇護耳帽
A07	4713105164718 		童條紋麻吉貓碰碰鴨舌帽
A07	4713105149364 		TWV001童羽毛草莓麻吉貓碰碰圍巾
A16	4902430900911 		潘婷賦活淨化洗髮500ml+3分鐘護髮70ml
A16	8059591191361 		義大利Florinda仲夏青檸香氛植皂200g
A16	8059591193624 		義大利Florinda香氛植皂200g薰衣草舒眠
A16	8059591192467 		義大利Florinda金雀花優雅香氛植皂200g
A16	8059591192474 		義大利Florinda香氛植皂200g沁甜杏花
A16	8059591191767 		義大利Florinda寵愛芍藥香氛植皂200g
A12	6970115982161 		海底撈-菌湯湯底150g
A12	6970115982109 		海底撈-番茄鍋底200g
A12	6942032700098 		筷手小廚-麻辣香鍋調味料220g
A12	6970115982123 		海底撈-上湯三鮮火鍋底200g
A12	6970115982147 		海底撈-清湯湯底110g
A12	8859160401750 		貓-ToroToro鮪魚燒30g-原味
A12	8859160401781 		貓-ToroToro鮪魚燒30g-柴魚片
A09	4902111362120 		DOMESTOS多功能除菌清潔劑500ML
A07	4712852204548 		彈性遮耳護頸透氣口罩-黑
A07	4712852208492 		彈性遮耳護頸透氣口罩-藍
A07	4712852208607 		彈性遮耳護頸透氣口罩-迷彩
A07	4712852209420 		彈性遮耳護頸透氣口罩-紅
A07	4710577920187 		彈性透氣遮耳口罩-厚款-黑
A07	4710577920194 		彈性透氣遮耳口罩-厚款-藍
A07	4710577920224 		彈性透氣遮耳口罩-厚款-迷彩
A07	4710577920248 		彈性透氣遮耳口罩-厚款-紅
A07	4718008514004 		14004-1 non-no歐式止滑保暖襪-灰
A07	4718008514011 		14004-2 non-no歐式止滑保暖襪-紫
A07	4718008514028 		14004-3 non-no歐式止滑保暖襪-藍
A07	4718008514035 		14035-1 non-no絨球地板止滑保暖襪-紫
A07	4718008514042 		14035-2 non-no絨球地板止滑保暖襪-藍
A07	4718008514141 		14035-3 non-no絨球地板止滑保暖襪-米
A07	4718008514158 		14035-4 non-no絨球地板止滑保暖襪-可
A07	4718008514059 		14059-1 non-no柔軟毛絨保暖童襪-點點
A07	4718008514066 		14059-2 non-no柔軟毛絨保暖童襪-草莓
A07	4718008514073 		14059-3 non-no柔軟毛絨保暖童襪-美式
A07	4718008514080 		14059-4 non-no柔軟毛絨保暖童襪-條紋
A07	4718008514097 		14059-5non-no柔軟毛絨保暖童襪-圓點
A07	4718008514103 		14059-6non-no柔軟毛絨保暖童襪-熊熊
A07	4718008514110 		14059-7non-no柔軟毛絨保暖童襪-拼色短
A07	4718008514127 		14059-8non-no柔軟毛絨保暖童襪-拼色
A07	4718008514134 		14059-9non-no柔軟毛絨保暖童襪-企鵝
A07	4718008513670 		non-no超薄裏起毛褲襪-黑
A07	4718008513687 		non-no超薄裏起毛九分襪-黑
A07	4710139182022 		50D天鵝絨加大褲襪XXL
A07	4710139182039 		60D防風褲襪
A07	4710139182046 		40D五倍耐勾褲襪-黑
A07	4710139182077 		15D加大絲襪 黑 XXL
A07	4710139182084 		15D加大絲襪 膚 XXL
A07	4713968155007 		CA-11台灣製1/2毛巾底運動襪-黑
A07	4713968155014 		CA-11-1台灣製1/2毛巾底運動襪-白
A07	4713968155021 		CA-11-2台灣製1/2毛巾底運動襪-鐵灰
A07	4713968155038 		CA-11-3台灣製1/2毛巾底運動襪-紅
A07	4713968155069 		CA-11-6台灣製1/2毛巾底運動襪-藍
A07	4713968155076 		CA-11-7台灣製1/2毛巾底運動襪-紫
A07	4713968155083 		CA-11-8台灣製1/2毛巾底運動襪-卡其
A07	4713968155090 		CA-11-9台灣製1/2毛巾底運動襪-花紗黑
A07	4713968155106 		CA-11-10台灣製1/2毛巾底運動襪-花紗藍
A07	4713968155267 		CA-7401抗菌防臭紳士襪
A07	4713968155274 		CA-604台灣製細條紋船形襪-黑
A07	4713968155281 		CA-604台灣製細條紋船形襪-米
A07	4713968155298 		CA-604台灣製細條紋船形襪-灰
A07	4713968155304 		CA-604台灣製細條紋船形襪-粉
A07	4713968155328 		CA-604台灣製細條紋船形襪-紫
A07	4713968155335 		CA-605台灣製條紋船形襪-黑
A07	4713968155342 		CA-605台灣製條紋船形襪-灰
A07	4713968155359 		CA-605台灣製條紋船形襪-丈青
A07	4713968155120 		CA-620台灣製毛巾底船型襪-黑
A07	4713968155137 		CA-620-1台灣製毛巾底船型襪-白
A07	4713968155144 		CA-620-2台灣製毛巾底船型襪-鐵灰
A07	4716072003905 		QQ-10892 QQ象兒童防風包套
A07	4713968155151 		CA-620-3台灣製毛巾底船型襪-藍
A07	4713968155168 		CA-620-4台灣製毛巾底船型襪-紫
A07	4713968155175 		CA-620-5台灣製毛巾底船型襪-花紗黑
A07	4713968155182 		CA-620-6台灣製毛巾底船型襪-花紗藍
A07	4713968155199 		CA-620-7台灣製毛巾底船型襪-花紗彩
A07	4713968155205 		CA-601台灣製細針船型襪-黑
A07	4713968155212 		CA-601-1台灣製細針船型襪-白
A07	4715302866662 		QB5821-1(小紅帽10-12)全毛巾直版襪
A07	4715302866679 		QB5821-2(大野狼10-12)全毛巾直版襪
A07	4715302866686 		QB5821-3(小浣熊10-12)全毛巾直版襪
A07	4715302866693 		QB5821-4(貓頭鷹10-12)全毛巾直版襪
A07	4713968155229 		CA-601-2台灣製細針船型襪-鐵灰
A07	4713968155236 		CA-601-3台灣製船型襪-花紗黑
A07	4713968155243 		CA-601-4台灣製船型襪-花紗藍
A07	4713968155250 		CA-601-5台灣製船型襪-花紗彩
A07	4715302866709 		QB5822-1(小紅帽13-15)全毛巾直版襪
A07	4715302866716 		QB5822-2(大野狼13-15)全毛巾直版襪
A07	4715302866723 		QB5822-3(小浣熊13-15)全毛巾直版襪
A07	4716072003837 		CH-10881起豹男防風觸控手套
A07	4716072003844 		CH-10882起豹男防風觸控手套
A07	4716072003851 		CH-10883起豹男防風防水(100%)手套
A07	4716072003868 		CH-10884起豹男防風防水(100%)手套
A07	4716072003875 		CH-10885起豹男彈力布觸控手套
A07	4716072003882 		CH-10886起豹男彈力布觸控手套
A07	4716072003776 		SH-10871詩情女防風觸控手套
A07	4716072003783 		SH-10872詩情女防風觸控手套
A07	4715302866730 		QB5822-4(貓頭鷹13-15)全毛巾直版襪
A07	4716072003790 		SH-10873詩情女防風觸控手套
A07	4716072003806 		SH-10874詩情女彈力布觸控手套
A07	4716072003813 		SH-10875詩情女彈力布觸控手套
A07	4716072003820 		SH-10876詩情女彈力布觸控手套
A07	4716072003899 		QQ-10891 QQ象兒童防風手套
A07	4520740047791 		10001日本靴下工房有機棉船型男襪-丈青
A07	4520740047807 		10001日本靴下工房有機棉船型男襪-淺
A07	4520740047814 		10001日本靴下工房有機棉船型男襪-深
A07	4520740047821 		10002日本靴下工房有機棉1/2男襪-丈青
A07	4520740047838 		10002日本靴下工房有機棉1/2男襪-淺灰
A07	4520740047845 		10002日本靴下工房有機棉1/2男襪-深灰
A07	4520740047876 		10003日本靴下工房有機棉船型氣墊男襪-
A07	4520740047852 		10003日本靴下工房有機棉船型氣墊男襪-
A07	4520740047869 		10003日本靴下工房有機棉船型氣墊男襪-
A07	4520740047906 		10004日本靴下工房有機棉1/2氣墊男襪-
A07	4520740047883 		10004日本靴下工房有機棉1/2氣墊男襪-
A07	4520740047890 		10004日本靴下工房有機棉1/2氣墊男襪-
A07	4520740047951 		10005日本靴下工房有機棉船型女襪-藍
A07	4520740047944 		10005日本靴下工房有機棉船型女襪-紅
A07	4520740047968 		10005日本靴下工房有機棉船型女襪-深
A07	4520740047975 		10006日本靴下工房有機棉1/2女襪-淺藍
A07	4520740047982 		10006日本靴下工房有機棉1/2女襪-丈青
A07	4520740047999 		10006日本靴下工房有機棉1/2女襪-深灰
A07	4520740048026 		10007日本靴下工房有機棉船型氣墊女襪-
A07	4520740048002 		10007日本靴下工房有機棉船型氣墊女襪-
A07	4520740048019 		10007日本靴下工房有機棉船型氣墊女襪-
A07	4520740048057 		10008日本靴下工房有機棉1/2氣墊女襪-
A07	4520740048040 		10008日本靴下工房有機棉1/2氣墊女襪-
A07	4520740048033 		10008日本靴下工房有機棉1/2氣墊女襪-
A15	4712010097074 		OMORY304不鏽鋼探索吸管杯600ML-黑色
A15	4712010090273 		OMORY 304漸層不鏽鋼保溫保冷瓶750ML
A15	4711341240890 		鍋寶自動開口油壺300ML-白色
A15	4711341240906 		鍋寶自動開口油壺300ML-黃色
A15	4710343960423 		寶貝懶懶動物造型沐浴海綿-兔
A15	4711467077646 		WONDER陶瓷電暖器-粉
A15	4711467078735 		SABA電子觸控不挑鍋電陶爐
A02	4901433037945 		KISSME花漾美姬細睫控360°零死角睫毛
A02	4718564802539 		GoodMax仕女三刀片除毛刀5入
A02	4718564802546 		GoodMax仕女三刀片除毛刀3入
A02	2100009941798 		Catrice立體光影腮紅010 5.5g
A02	2100009941804 		Catrice立體光影腮紅020 5.5g
A02	4059729222954 		Catrice礦物光綻打亮餅030 8g
A02	2100009941859 		Catrice特霧印象持色唇膏040 4g
A02	2100009941866 		Catrice特霧印象持色唇膏050 4g
A02	2100009941880 		Catrice特霧印象持色唇膏070 4g
A02	2100009941927 		Catrice瓷肌柔焦粉底液002 30ml
A02	2100009941941 		Catrice粉漾瞬翹水唇蜜070 5ml
A02	4059729220158 		Catrice粉色狂想潤唇膏 3.5g
A02	2100009942184 		Catrice塑形高手眉彩梳020 1.1ml
A02	2100009942191 		Catrice塑形高手眉彩梳030 1.1ml
A02	4059729222022 		卡翠絲眼藝大師持色眼線液1.2ml
A02	4712702018844 		1028放色線激穩抗震眼線液SB01濃烈黑
A02	4712702018868 		1028放色線激穩抗震眼線液ES01濃縮咖
A02	4712702018875 		1028放色線激穩抗震眼線液DG01濃鐵灰
A02	4712702018882 		1028久耀閃閃打亮盤銀白金
A02	4902186000521 		Nikken足部息皮刮刀
A02	4901601301038 		貝印新本格附套曲面指剪M
A02	4901601301045 		貝印新本格附套平口指剪L
A02	4975671001990 		Lumina乳皂兩用起泡網
A02	4975671005066 		Lumina細纖維潔顏手套
A02	4975671002362 		Lumina星辰藍薄巧眼影刷
A02	4711863616746 		IM大頭兒乾濕兩用美妝蛋上下斜切2入
A02	4711863616753 		IM大頭兒乾濕兩用美妝蛋水滴上斜切2入
A02	4711863616760 		IM大頭兒乾濕兩用美妝蛋水滴下斜切2入
A02	4711863616777 		IM大頭兒乾濕兩用屋型粉撲8入
A02	4973167640340 		凱婷璀鑽幻光眼影盒CL-1
A02	4973167640302 		凱婷璀鑽幻光眼影盒OR-1
A02	4973167695784 		凱婷雙重記憶美睫捲翹膏-透明CL-1
A02	4973167800423 		凱婷零瑕肌密無色差亮白霜40ml-SPF14
A02	4973167698709 		媚點自然光感美肌BB霜01亮膚色SPF35
A02	4973167698716 		媚點自然光感美肌BB霜02自然膚色SPF35
A02	4973167698723 		媚點自然光感美肌BB霜03健康膚色SPF35
A02	4973167698730 		媚點光透柔焦蜜粉
A02	4973167698747 		媚點無痕親膚遮瑕膏明亮膚色SPF21
A02	4973167698754 		媚點無痕親膚遮瑕膏自然膚色SPF21
A02	4901872967438 		IE星綻光空氣飾底乳薄荷綠30g-SPF25
A02	4901872967445 		IE星綻光空氣飾底乳檸檬黃30g-SPF25
A02	4971710479294 		NailHolic指甲油5ml-823
A02	4971710479331 		NailHolic指甲油5ml-917
A02	4971710479317 		NailHolic指甲油5ml-508
A02	4971710479379 		NailHolic指甲油5ml-115
A02	4971710479393 		NailHolic指甲油5ml-711
A02	4971710479409 		NailHolic指甲油5ml-919
A02	4971710479430 		NailHolic指甲油5ml-712
A02	4971710479447 		NailHolic指甲油5ml-028
A02	4971710479461 		NailHolic冰沁糖霜指甲油5ml-961
A02	4971710479478 		NailHolic冰沁糖霜指甲油5ml-260
A01	4710446825926 		折價券-玻尿酸眼霜級撫紋精華霜50元折價
A10	4714809831807 		Disney Baby厚紙書-好好認顏色
A10	4714809909230 		彩虹小馬幼兒認知洞洞書-形狀
A10	6925952206390 		小犬系列手提袋-柯基
A10	6925952206406 		小犬系列手提袋-博美
A10	6925952206444 		小犬系列手提袋-柴犬
A10	4713108700814 		A2081A  2020 PUPPY桌上型月曆-藍
A10	4713108700821 		A2081B  2020 PUPPY桌上型月曆-白
A10	4713108700838 		A2081C  2020 PUPPY桌上型月曆-粉
A10	4713108700845 		A2081D  2020 PUPPY桌上型月曆-綠
A10	4713436996019 		大理石紋2020 跨年桌上型月曆-粉
A10	4713436996026 		大理石紋2020 跨年桌上型月曆-藍
A10	4713436996033 		大理石紋2020 跨年桌上型月曆-黑
A10	4714041282818 		5吋蜘蛛2入
A10	4714041286779 		高雅甜心小公主
A10	4714184418372 		雙頭萬聖造型發光頭扣
A10	4714426805106 		動動手玩貼紙-交通
A10	4714426805113 		動動手玩貼紙-形形色色
A10	4714426805120 		動動手玩貼紙-上學去
A10	4714426805090 		動動手玩貼紙-動物
A10	9789578586468 		王者爭霸：昆蟲 王者大圖鑑
A10	9789578586475 		王者爭霸：恐龍 王者大圖鑑
A10	4715443039680 		立體大手工：交通工具
A10	4715443039697 		立體大手工：恐龍世界
A10	4715443039673 		立體大手工：可愛動物
A10	4713510591512 		DISNEY 我是設計師-立體花朵禮服I
A10	4716872624799 		雙層網袋-B6
A10	4716872620470 		便利貼400張
A16	4710094114335 		蒂沐蝶橙花植萃舒活沐浴露600g
A16	4710221370443 		雪芙蘭海洋活泉沐浴補充包700g珍珠淨
A16	4710221370450 		雪芙蘭海洋活泉沐浴補充包700g海鹽清爽
A16	4710221370467 		雪芙蘭海洋活泉沐浴補充包700g膠原蛋
A16	4712839054302 		夢17繽粉染護髮染髮霜40g+40ml覆盆紅
A14	4713170156854 		角落小夥伴純棉小方巾-藍
A14	4713170157295 		角落小夥伴純棉小方巾-黃
A14	4713170157783 		Baby Shark純棉紗布童巾
A14	4715982110413 		淡雅柔和室內布拖鞋-粉36-37
A14	2100009944188 		淡雅柔和室內布拖鞋-粉38-39
A14	2100009944195 		淡雅柔和室內布拖鞋-粉40-41
A14	4715982009625 		淡雅柔和室內布拖鞋-灰42-43
A14	4715982009632 		淡雅柔和室內布拖鞋-灰44-45
A14	4715982115319 		96038 按摩顆粒家居拖鞋-深藍27
A14	4710747778389 		抽取面紙收納袋28.5*18cm
A14	4710747777115 		長型乳膠頸枕-咖啡色-65*15*15CM
A14	4710747777122 		長型乳膠頸枕-黑色-65*15*15CM
A14	4712010100002 		OMORY 黑皮狗毛巾-藍色
A14	4712010100019 		OMORY 黑皮狗毛巾-卡其
A14	4712010100026 		OMORY 黑白貓毛巾-藍色
A14	4712010100033 		OMORY 黑白貓毛巾-卡其
A09	4902430907774 		ARIEL3D抗菌洗衣膠囊5顆袋裝
A09	4712631375520 		眼鏡鼻墊貼02-6177
A09	4902430925037 		Lenor衣物芳香豆超值組-甜花石榴
A09	4712720475988 		刷樂炭寶貝牙刷1支入
A09	4716814953727 		HELLO KITTY貼心衣物手洗精300ml
A09	4716814954250 		朝日田野香氛膏120g -小蒼蘭
A09	4716814954243 		朝日田野香氛膏120g -白麝香
A10	4711734075221 		SDI手牌-32mm.1-1/4"卡片圈 0752D
A10	4711734075320 		SDI手牌-38mm.1-1/2"卡片圈 0753D
A62	6942467455358 		呷涼水冷泡冷水壺1500ml
A61	792871000899 		NaKay 充電式五合一檯燈
A61	792871000912 		NaKay 自然光LED觸控檯燈
A15	6944804545098 		德國法克漫3合1酪梨處理器
A62	4008033490252 		德國法克漫不鏽鋼櫻桃去核器
A15	6944804520538 		德國法克漫分蛋器
A20	4712826991740 		Dr. HUANG保濕清爽水凝霜50ml
A20	4712826991740 		Dr. HUANG保濕清爽水凝霜50ml
A20	4712826991702 		Dr. HUANG保濕潤澤乳霜50ml
A20	4712826991702 		Dr. HUANG保濕潤澤乳霜50ml
A20	4712826991726 		Dr. HUANG保濕微導精露100ml
A20	4712826991726 		Dr. HUANG保濕微導精露100ml
A20	4712826991733 		Dr. HUANG超級莓果多酚面膜20ml
A20	4712826991733 		Dr. HUANG超級莓果多酚面膜20ml
A20	6001159119258 		百洛滋潤凝膠50ml
A20	6001159119258 		百洛滋潤凝膠50ml
A20	6001159119265 		百洛滋潤凝膠100ml
A20	6001159119265 		百洛滋潤凝膠100ml
A20	4712933902226 		Mdmmd.金盞花濃縮固態化妝水100g
A20	4712933902226 		Mdmmd.金盞花濃縮固態化妝水100g
A20	4712933902240 		Mdmmd.蝸牛爆水地漿霜30g
A20	4712933902240 		Mdmmd.蝸牛爆水地漿霜30g
A20	93557368 		澳佳寶無腥味濃縮魚油迷你膠囊60顆
A20	93557368 		澳佳寶無腥味濃縮魚油迷你膠囊60顆
A20	4713233595316 		霓淨思全能緊緻奇蹟霜30ml
A20	4713233595316 		霓淨思全能緊緻奇蹟霜30ml
A01	4719865614395 		肌研極潤多效精華水感凝露180ml
A01	4719865612933 		曼秀雷敦Magic Color變色潤唇膏2g-蜜
A01	4719865612957 		曼秀雷敦Magic Color變色潤唇膏2g-珊
A01	4710221330515 		雪芙蘭柔霧綻色潤唇膏3.5g-玫瑰奶茶
A01	4710221330522 		雪芙蘭柔霧綻色潤唇膏3.5g-焦糖奶茶
A01	4713410003047 		Perfect洗顏專科洗卸潔淨乳120g進化版
A01	4901872445479 		Perfect洗顏專科洗卸兩用潔淨慕絲150ml
A01	4901301366009 		SOFINA漾緁水潤瓷效妝前隔離乳25ml-進
A01	4710155275050 		SEXYLOOK極美肌3重保濕黑面膜28ml
A01	4710155275036 		SEXYLOOK極美肌3重補水黑面膜28ml
A01	4717002592131 		妍霓絲極肌潤玫瑰花瓣保濕晶凍300ml
A01	4513574031302 		日本熊野麗白薏仁洗面乳130g-高保濕
A01	2100009945925 		KOCOSTAR可可星保濕足膜一雙入16ml-黃
A01	4713410991252 		我的心機3%杏仁酸玫瑰潔顏慕斯150ml
A01	4718050173075 		BIONEO百妮小香10ml-蝶戀小蒼蘭
A01	4718050173082 		BIONEO百妮小香10ml-迷情花漾
A01	4718050173013 		BIONEO百妮小香10ml-挪威森林
A01	4718050173242 		BIONEO百妮小香10ml-嫣然牡丹
A07	2100009946304 		CZ0566厚款防水手套
A61	4711650100052 		SOFT 99 水蠟
A61	4975759101635 		SOFT 99 奢華水蠟
A61	4975759090458 		SOFT 99 粗蠟(一般車用)
A61	4975759090557 		SOFT 99 粗蠟(銀粉漆車用)
A61	4975759090496 		SOFT 99 粗蠟(白色車用)
A61	4975759001201 		SOFT 99 黑蠟(250g)
A61	4975759001126 		SOFT 99 軟蠟(280g)
A61	4975759001935 		SOFT 99 黑極固蠟
A61	4975759001928 		SOFT 99 銀極固蠟
A61	4975759001911 		SOFT 99 白極軟蠟
A61	4975759049517 		SOFT 99 免乾燥免雨刷
A61	4975759049531 		SOFT99曲面型免雨刷
A61	4975759041696 		SOFT99耐久強化型免雨刷W
A61	4975759020875 		SOFT 99 黑曜輪胎劑
A61	4975759103103 		SOFT 99 超級免雨刷玻璃精
A61	4975759103097 		SOFT 99 後視鏡潑水劑
A61	4975759103080 		SOFT 99 撥水油膜去除劑
A61	4975759050667 		SOFT 99 玻璃復活劑
A61	4975759101628 		SOFT 99 鑽石水晶蠟王
A01	4712933906262 		Mdmmd安瓶精油身體乳475g-水嫩透白
A01	4712933906279 		Mdmmd安瓶精油身體乳475g-保濕緊膚
A20	4713264705029 		寵愛之名全防護黃金藻水感防曬霜30ml -
A20	4713264705029 		寵愛之名全防護黃金藻水感防曬霜30ml -
A20	4713264705012 		寵愛之名全防護黃金藻水感防曬霜30ml-
A20	4713264705012 		寵愛之名全防護黃金藻水感防曬霜30ml-
A20	4713264701175 		寵愛之名杏仁花酸溫和煥膚淨白精華7% 1
A20	4713264701175 		寵愛之名杏仁花酸溫和煥膚淨白精華7% 1
A20	4713264701168 		寵愛之名杏仁花酸深層煥膚淨白精華21%
A20	4713264701168 		寵愛之名杏仁花酸深層煥膚淨白精華21%
A20	4713264701182 		寵愛之名維A深層保濕面膜4片
A20	4713264701182 		寵愛之名維A深層保濕面膜4片
A20	4713264701199 		寵愛之名維B舒緩保濕面膜4片
A20	4713264701199 		寵愛之名維B舒緩保濕面膜4片
A20	4713264706811 		寵愛之名維E抗皺保濕面膜4片
A20	4713264706811 		寵愛之名維E抗皺保濕面膜4片
A20	4719852385956 		寵愛之名亮白淨化光之鑰化妝水200ml
A20	4719852385956 		寵愛之名亮白淨化光之鑰化妝水200ml
A20	4719852385987 		寵愛之名亮白淨化光之鑰乳液50ml
